filename,x0,y0,x1,y1,labels,num_digits,x_increase,y_increase,image_width,image_height
test/10059.png,27,3,55,31,"[2.0, 6.0]",2,3.15,3.15,81,34
test/1006.png,26,-3,65,37,"[9.0, 7.0]",2,4.5,4.8,94,38
test/10060.png,12,0,74,30,"[1.0, 8.0, 7.0]",3,7.05,3.4499999999999997,85,30
test/10061.png,123,13,190,78,"[4.0, 1.0]",2,7.8,7.5,433,168
test/10062.png,106,0,136,42,[9.0],1,3.4499999999999997,4.95,164,43
test/10063.png,22,0,72,39,"[2.0, 9.0]",2,5.85,4.6499999999999995,94,40
test/10064.png,90,30,123,61,"[1.0, 6.0]",2,3.9,3.5999999999999996,219,97
test/10065.png,94,16,123,78,[1.0],1,3.3,7.05,210,75
test/10066.png,65,10,166,82,"[7.0, 3.0, 2.0]",3,11.7,8.25,191,92
test/10067.png,14,-4,53,31,"[6.0, 4.0]",2,4.5,4.05,69,28
test/10068.png,16,-3,68,34,"[1.0, 5.0, 1.0]",3,6.0,4.35,84,34
test/10069.png,32,-21,152,85,"[3.0, 5.0, 5.0]",3,13.95,12.299999999999999,164,78
test/1007.png,138,34,178,83,"[1.0, 1.0, 10.0]",3,4.6499999999999995,5.7,274,122
test/10070.png,39,7,122,49,"[4.0, 7.0, 3.0]",3,9.6,4.95,164,64
test/10071.png,16,0,54,30,"[2.0, 9.0]",2,4.35,3.5999999999999996,73,31
test/10072.png,31,-3,71,58,[6.0],1,4.6499999999999995,7.05,109,56
test/10073.png,19,0,69,36,"[7.0, 3.0, 10.0]",3,5.85,4.2,192,35
test/10074.png,37,2,76,54,"[1.0, 5.0]",2,4.5,6.0,112,56
test/10075.png,41,1,100,60,"[8.0, 5.0]",2,6.8999999999999995,6.8999999999999995,142,62
test/10076.png,148,43,212,85,"[1.0, 6.0, 7.0]",3,7.35,4.95,289,105
test/10077.png,38,4,86,51,"[3.0, 5.0]",2,5.55,5.3999999999999995,120,49
test/10078.png,60,24,79,50,[7.0],1,2.1,3.0,140,62
test/10079.png,40,7,80,48,"[2.0, 5.0]",2,4.6499999999999995,4.8,121,56
test/1008.png,23,0,61,39,"[3.0, 4.0]",2,4.35,4.5,87,37
test/10080.png,16,-4,75,33,"[1.0, 5.0]",2,6.8999999999999995,4.35,90,31
test/10081.png,34,-8,273,109,"[2.0, 5.0, 5.0]",3,27.599999999999998,13.65,309,99
test/10082.png,29,0,55,39,[4.0],1,3.0,4.6499999999999995,86,40
test/10083.png,18,1,48,20,"[1.0, 1.0, 2.0]",3,3.4499999999999997,2.1,67,24
test/10084.png,36,-6,67,48,[8.0],1,3.5999999999999996,6.3,99,45
test/10085.png,29,0,71,40,"[7.0, 3.0]",2,4.95,4.8,102,42
test/10086.png,18,-2,68,35,"[3.0, 2.0]",2,5.85,4.35,82,34
test/10087.png,34,-5,53,32,[9.0],1,2.1,4.35,139,33
test/10088.png,97,47,130,84,"[2.0, 1.0]",2,3.9,4.2,228,97
test/10089.png,14,-1,30,18,[7.0],1,1.95,2.25,45,20
test/1009.png,100,2,139,42,"[1.0, 10.0]",2,4.5,4.6499999999999995,230,84
test/10090.png,22,0,60,32,"[4.0, 7.0]",2,4.35,3.9,83,33
test/10091.png,51,9,70,42,[3.0],1,2.1,3.9,120,52
test/10092.png,137,21,199,83,"[2.0, 4.0]",2,7.05,7.05,246,82
test/10093.png,32,-5,120,48,"[2.0, 5.0, 3.0]",3,10.049999999999999,6.1499999999999995,135,48
test/10094.png,94,14,120,45,[4.0],1,3.0,3.5999999999999996,242,117
test/10095.png,22,0,52,29,"[4.0, 7.0]",2,3.4499999999999997,3.3,76,31
test/10096.png,27,-5,58,44,[2.0],1,3.5999999999999996,5.85,114,36
test/10097.png,58,25,175,90,"[4.0, 10.0, 9.0]",3,13.5,7.5,366,100
test/10098.png,126,20,191,83,"[6.0, 7.0]",2,7.5,7.199999999999999,306,94
test/10099.png,101,39,148,115,"[5.0, 7.0]",2,5.3999999999999995,8.85,239,124
test/101.png,14,-1,42,19,"[1.0, 2.0]",2,3.15,2.4,54,21
test/1010.png,21,0,47,33,[7.0],1,3.0,3.9,69,32
test/10100.png,53,24,90,65,"[2.0, 1.0]",2,4.2,4.8,197,73
test/10101.png,74,-6,197,110,"[2.0, 7.0]",2,14.1,13.5,274,139
test/10102.png,123,0,172,54,"[1.0, 2.0]",2,5.7,6.3,295,95
test/10103.png,28,-4,67,37,[8.0],1,4.5,4.95,136,42
test/10104.png,34,-9,119,70,"[4.0, 5.0]",2,9.9,9.15,153,62
test/10105.png,35,-8,84,65,"[7.0, 3.0]",2,5.7,8.549999999999999,124,56
test/10106.png,18,0,57,32,"[7.0, 3.0]",2,4.5,3.9,74,32
test/10107.png,152,66,236,182,[3.0],1,9.75,13.35,422,184
test/10108.png,17,-6,58,39,"[3.0, 5.0]",2,4.8,5.25,78,32
test/10109.png,28,-1,80,48,"[4.0, 10.0]",2,6.0,5.85,112,47
test/1011.png,85,16,106,47,[9.0],1,2.4,3.5999999999999996,184,66
test/10110.png,37,-9,122,89,"[2.0, 9.0]",2,9.9,11.4,162,75
test/10111.png,93,39,148,80,"[4.0, 3.0]",2,6.3,4.8,240,118
test/10112.png,65,19,120,60,"[2.0, 3.0]",2,6.3,4.8,185,81
test/10113.png,23,1,54,31,"[2.0, 6.0]",2,3.5999999999999996,3.4499999999999997,80,33
test/10114.png,65,7,96,48,"[1.0, 1.0]",2,3.5999999999999996,4.8,146,53
test/10115.png,57,18,78,49,[8.0],1,2.4,3.5999999999999996,154,63
test/10116.png,37,-2,79,50,"[9.0, 5.0]",2,4.95,6.0,125,49
test/10117.png,137,7,179,45,"[9.0, 4.0]",2,4.95,4.35,211,48
test/10118.png,22,-3,48,35,[2.0],1,3.0,4.5,70,31
test/10119.png,118,5,176,55,"[4.0, 10.0]",2,6.75,5.85,296,112
test/1012.png,140,25,216,124,"[1.0, 2.0]",2,8.85,11.4,500,140
test/10120.png,12,-2,31,25,[5.0],1,2.1,3.15,43,22
test/10121.png,80,-7,135,51,"[3.0, 1.0]",2,6.3,6.8999999999999995,185,53
test/10122.png,48,5,102,67,"[1.0, 8.0]",2,6.1499999999999995,7.05,151,65
test/10123.png,99,19,140,61,"[6.0, 9.0]",2,4.8,4.95,247,87
test/10124.png,14,-1,27,22,[9.0],1,1.5,2.85,41,19
test/10125.png,22,-2,53,28,"[1.0, 5.0]",2,3.5999999999999996,3.5999999999999996,75,28
test/10126.png,18,1,39,20,"[1.0, 1.0]",2,2.4,2.1,60,24
test/10127.png,39,-6,78,55,[3.0],1,4.5,7.05,116,53
test/10128.png,21,-6,68,46,"[2.0, 8.0]",2,5.3999999999999995,6.0,92,39
test/10129.png,65,29,115,68,"[2.0, 2.0]",2,5.85,4.5,207,85
test/1013.png,23,-4,51,33,"[2.0, 7.0]",2,3.15,4.35,75,28
test/10130.png,21,-1,61,35,"[2.0, 2.0]",2,4.6499999999999995,4.2,84,33
test/10131.png,76,19,125,81,"[3.0, 6.0]",2,5.7,7.05,194,88
test/10132.png,43,-15,158,92,"[1.0, 10.0, 8.0]",3,13.2,12.45,206,89
test/10133.png,70,-14,118,67,[5.0],1,5.55,9.45,190,61
test/10134.png,135,58,183,132,[7.0],1,5.55,8.549999999999999,311,168
test/10135.png,50,1,124,48,"[2.0, 10.0, 7.0]",3,8.549999999999999,5.3999999999999995,203,49
test/10136.png,38,-6,77,47,"[8.0, 10.0]",2,4.5,6.1499999999999995,114,42
test/10137.png,38,4,79,44,"[3.0, 2.0]",2,4.8,4.6499999999999995,115,47
test/10138.png,10,-1,77,38,"[1.0, 5.0, 3.0]",3,7.8,4.6499999999999995,103,36
test/10139.png,36,2,76,39,"[1.0, 10.0]",2,4.6499999999999995,4.2,111,45
test/1014.png,48,0,68,32,[4.0],1,2.25,3.9,97,33
test/10140.png,82,22,146,94,"[9.0, 1.0]",2,7.35,8.25,259,118
test/10141.png,48,-2,72,52,[3.0],1,2.85,6.3,211,55
test/10142.png,316,-5,415,126,"[3.0, 7.0]",2,11.4,15.149999999999999,530,172
test/10143.png,39,0,122,53,"[1.0, 10.0, 1.0]",3,9.6,6.1499999999999995,156,55
test/10144.png,24,0,73,28,"[7.0, 3.0]",2,5.7,3.3,92,33
test/10145.png,16,-4,45,31,"[1.0, 5.0]",2,3.3,4.05,63,28
test/10146.png,21,-18,208,79,"[1.0, 2.0, 4.0]",3,21.599999999999998,11.25,230,74
test/10147.png,22,-4,72,36,"[2.0, 5.0]",2,5.85,4.8,94,35
test/10148.png,75,-3,150,63,"[5.0, 9.0]",2,8.7,7.8,177,60
test/10149.png,53,0,79,36,[3.0],1,3.0,4.2,133,60
test/1015.png,30,5,63,38,"[1.0, 3.0, 2.0]",3,3.9,3.9,100,45
test/10150.png,23,0,82,37,"[9.0, 5.0]",2,6.8999999999999995,4.35,103,39
test/10151.png,34,5,55,33,[2.0],1,2.4,3.15,89,39
test/10152.png,500,127,575,219,"[2.0, 5.0]",2,8.7,10.65,791,312
test/10153.png,14,-3,42,26,"[3.0, 3.0]",2,3.15,3.4499999999999997,59,26
test/10154.png,34,-2,71,55,[6.0],1,4.2,6.75,106,50
test/10155.png,49,3,112,44,"[1.0, 2.0, 5.0]",3,7.199999999999999,4.8,211,55
test/10156.png,92,24,116,86,[2.0],1,2.85,7.05,187,104
test/10157.png,38,7,59,36,[2.0],1,2.4,3.3,83,38
test/10158.png,22,0,80,40,"[4.0, 10.0]",2,6.75,4.6499999999999995,102,41
test/10159.png,6,0,78,70,"[8.0, 1.0]",2,8.25,8.1,161,70
test/1016.png,21,-1,70,46,"[3.0, 6.0]",2,5.7,5.55,75,40
test/10160.png,35,4,75,59,"[3.0, 9.0]",2,4.6499999999999995,6.3,115,52
test/10161.png,20,-3,75,37,"[2.0, 4.0]",2,6.3,4.8,93,34
test/10162.png,44,17,86,67,"[1.0, 6.0]",2,4.95,5.85,133,68
test/10163.png,29,-3,77,50,"[1.0, 4.0]",2,5.55,6.1499999999999995,106,49
test/10164.png,72,20,121,57,"[3.0, 6.0]",2,5.7,4.2,202,78
test/10165.png,56,18,127,77,"[9.0, 2.0]",2,8.1,6.8999999999999995,160,98
test/10166.png,20,-4,95,49,"[1.0, 2.0, 5.0]",3,8.7,6.1499999999999995,161,44
test/10167.png,21,-3,60,36,"[3.0, 1.0]",2,4.5,4.6499999999999995,85,34
test/10168.png,66,-2,105,30,"[5.0, 5.0]",2,4.5,3.9,125,28
test/10169.png,86,4,136,42,"[1.0, 9.0, 7.0]",3,5.85,4.35,191,53
test/1017.png,234,150,326,235,[9.0],1,10.65,9.9,621,253
test/10170.png,63,21,92,52,"[1.0, 10.0]",2,3.3,3.5999999999999996,163,67
test/10171.png,28,7,54,28,"[1.0, 4.0]",2,3.0,2.4,80,38
test/10172.png,36,0,66,47,"[3.0, 8.0]",2,3.4499999999999997,5.55,145,52
test/10173.png,45,7,74,47,[6.0],1,3.3,4.6499999999999995,120,51
test/10174.png,74,50,116,83,"[2.0, 7.0]",2,4.95,3.9,194,93
test/10175.png,170,28,245,146,"[2.0, 1.0]",2,8.7,13.65,683,249
test/10176.png,32,-4,74,35,"[6.0, 8.0]",2,4.95,4.6499999999999995,99,33
test/10177.png,47,0,101,58,"[1.0, 4.0]",2,6.1499999999999995,6.8999999999999995,148,61
test/10178.png,13,-2,37,25,"[2.0, 1.0]",2,2.85,3.15,51,24
test/10179.png,27,-6,115,52,"[2.0, 6.0, 8.0]",3,10.049999999999999,6.8999999999999995,136,55
test/1018.png,32,0,60,38,[8.0],1,3.15,4.5,92,41
test/10180.png,36,3,78,52,"[2.0, 1.0]",2,4.95,5.7,196,55
test/10181.png,319,224,469,401,[9.0],1,17.25,20.4,918,479
test/10182.png,38,-12,111,72,"[1.0, 4.0]",2,8.4,9.9,148,63
test/10183.png,100,-15,162,91,[9.0],1,7.05,12.299999999999999,257,96
test/10184.png,41,-5,71,67,[7.0],1,3.4499999999999997,8.4,117,63
test/10185.png,33,1,59,38,[2.0],1,3.0,4.2,92,38
test/10186.png,109,38,137,78,[4.0],1,3.15,4.6499999999999995,199,87
test/10187.png,148,44,187,86,"[2.0, 2.0]",2,4.5,4.95,280,122
test/10188.png,175,0,249,89,"[3.0, 2.0]",2,8.549999999999999,10.2,478,209
test/10189.png,39,9,65,35,"[4.0, 6.0]",2,3.0,3.0,103,44
test/1019.png,70,3,197,85,"[4.0, 7.0, 8.0]",3,14.7,9.45,259,100
test/10190.png,42,-1,96,56,"[7.0, 1.0, 3.0]",3,6.1499999999999995,6.75,136,55
test/10191.png,35,-1,89,47,"[2.0, 7.0]",2,6.1499999999999995,5.7,119,49
test/10192.png,29,-5,50,43,[9.0],1,2.4,5.7,83,38
test/10193.png,92,-5,229,110,"[8.0, 7.0]",2,15.899999999999999,13.35,322,121
test/10194.png,30,0,95,42,"[2.0, 4.0]",2,7.5,4.95,120,41
test/10195.png,15,-3,43,25,"[3.0, 1.0]",2,3.15,3.3,59,24
test/10196.png,43,-3,97,81,"[7.0, 2.0]",2,6.1499999999999995,9.9,151,80
test/10197.png,24,-3,66,38,"[1.0, 4.0]",2,4.95,4.95,93,39
test/10198.png,129,15,166,53,"[2.0, 10.0]",2,4.2,4.35,243,112
test/10199.png,38,0,114,64,"[3.0, 2.0]",2,8.85,7.5,156,65
test/102.png,31,-4,85,57,"[3.0, 6.0]",2,6.1499999999999995,7.05,116,54
test/1020.png,64,4,118,56,"[4.0, 6.0]",2,6.1499999999999995,6.0,196,66
test/10200.png,112,23,179,97,"[5.0, 8.0]",2,7.8,8.549999999999999,279,91
test/10201.png,26,5,67,26,"[2.0, 1.0, 9.0]",3,4.8,2.4,93,34
test/10202.png,161,96,216,167,"[1.0, 6.0]",2,6.3,8.1,527,175
test/10203.png,107,21,149,54,"[3.0, 9.0]",2,4.95,3.9,242,108
test/10204.png,199,18,270,68,"[1.0, 2.0, 10.0]",3,8.1,5.85,663,270
test/10205.png,38,-17,112,90,"[1.0, 10.0, 7.0]",3,8.549999999999999,12.45,152,75
test/10206.png,122,79,196,160,"[2.0, 10.0]",2,8.549999999999999,9.299999999999999,307,159
test/10207.png,23,0,62,33,"[2.0, 9.0]",2,4.5,3.9,86,33
test/10208.png,54,9,104,56,"[3.0, 1.0, 2.0]",3,5.85,5.3999999999999995,165,71
test/10209.png,19,-2,78,47,"[3.0, 1.0]",2,6.8999999999999995,5.85,87,43
test/1021.png,46,-4,88,44,"[5.0, 7.0]",2,4.95,5.7,124,41
test/10210.png,28,1,77,43,"[1.0, 9.0]",2,5.7,4.95,106,43
test/10211.png,38,100,105,176,"[1.0, 2.0]",2,7.8,8.85,389,225
test/10212.png,55,-12,217,153,"[3.0, 7.0, 8.0]",3,18.75,19.05,301,148
test/10213.png,40,-4,69,43,[5.0],1,3.3,5.55,98,42
test/10214.png,26,2,40,23,[3.0],1,1.65,2.4,66,28
test/10215.png,21,-4,59,36,"[8.0, 4.0]",2,4.35,4.8,85,31
test/10216.png,87,9,120,39,"[2.0, 1.0]",2,3.9,3.4499999999999997,229,94
test/10217.png,11,-4,49,28,"[1.0, 7.0, 8.0]",3,4.35,3.9,60,25
test/10218.png,-7,-4,40,25,"[3.0, 10.0]",2,5.55,3.4499999999999997,53,21
test/10219.png,44,16,70,42,"[1.0, 4.0]",2,3.0,3.0,116,53
test/1022.png,57,9,115,58,"[1.0, 8.0, 4.0]",3,6.75,5.7,173,72
test/10220.png,65,5,84,46,[7.0],1,2.1,4.8,138,53
test/10221.png,16,0,57,29,"[2.0, 4.0, 10.0]",3,4.8,3.4499999999999997,76,30
test/10222.png,131,28,239,163,[2.0],1,12.45,15.6,590,305
test/10223.png,37,2,77,42,"[2.0, 4.0]",2,4.6499999999999995,4.6499999999999995,110,47
test/10224.png,41,6,81,46,"[3.0, 4.0]",2,4.6499999999999995,4.6499999999999995,122,52
test/10225.png,33,14,80,54,"[2.0, 6.0]",2,5.3999999999999995,4.6499999999999995,125,55
test/10226.png,45,0,78,54,"[2.0, 1.0]",2,3.9,6.1499999999999995,127,55
test/10227.png,69,-8,219,128,"[2.0, 3.0, 10.0]",3,17.25,15.899999999999999,289,126
test/10228.png,13,0,44,27,"[2.0, 4.0]",2,3.5999999999999996,3.15,58,26
test/10229.png,24,0,78,38,"[7.0, 6.0]",2,6.1499999999999995,4.5,99,39
test/1023.png,104,-11,201,184,[8.0],1,11.1,22.65,307,174
test/10230.png,30,-2,63,47,[2.0],1,3.9,5.85,95,45
test/10231.png,27,0,60,32,"[1.0, 10.0]",2,3.9,3.9,84,34
test/10232.png,8,-3,46,23,"[1.0, 8.0]",2,4.35,3.0,39,20
test/10233.png,78,-2,127,47,"[2.0, 9.0]",2,5.7,5.85,155,48
test/10234.png,45,-6,103,51,"[4.0, 7.0]",2,6.75,6.75,145,47
test/10235.png,37,-8,79,66,"[2.0, 9.0]",2,4.95,8.7,120,62
test/10236.png,32,1,94,49,"[5.0, 4.0]",2,7.05,5.55,126,51
test/10237.png,22,7,70,28,"[6.0, 9.0, 6.0]",3,5.55,2.4,95,35
test/10238.png,20,2,46,21,"[4.0, 8.0]",2,3.0,2.1,65,24
test/10239.png,-3,-2,50,27,"[4.0, 7.0]",2,6.1499999999999995,3.4499999999999997,56,27
test/1024.png,34,4,60,34,"[1.0, 6.0]",2,3.0,3.4499999999999997,97,38
test/10240.png,33,-4,83,44,"[4.0, 5.0]",2,5.85,5.7,132,46
test/10241.png,19,-7,104,51,"[1.0, 8.0, 2.0]",3,9.9,6.8999999999999995,124,47
test/10242.png,65,8,181,70,"[1.0, 2.0, 5.0]",3,13.35,7.05,247,81
test/10243.png,19,-3,107,54,"[3.0, 3.0, 8.0]",3,10.049999999999999,6.75,126,47
test/10244.png,57,-3,131,33,"[4.0, 2.0, 5.0]",3,8.549999999999999,4.2,130,33
test/10245.png,140,4,179,46,"[1.0, 5.0]",2,4.5,4.95,291,115
test/10246.png,28,1,77,40,"[6.0, 5.0, 1.0]",3,5.7,4.5,104,40
test/10247.png,60,5,119,57,"[1.0, 3.0]",2,6.8999999999999995,6.0,181,84
test/10248.png,18,-3,48,35,[2.0],1,3.4499999999999997,4.5,68,36
test/10249.png,25,0,62,38,"[1.0, 6.0]",2,4.2,4.5,89,38
test/1025.png,84,15,112,43,"[4.0, 1.0]",2,3.15,3.15,166,47
test/10250.png,62,20,163,119,"[2.0, 8.0]",2,11.7,11.4,224,115
test/10251.png,48,-15,209,126,"[2.0, 6.0]",2,18.599999999999998,16.349999999999998,272,115
test/10252.png,116,36,208,109,"[3.0, 4.0, 2.0]",3,10.65,8.4,329,131
test/10253.png,54,22,80,42,"[1.0, 8.0]",2,3.0,2.25,134,54
test/10254.png,215,128,273,177,"[1.0, 3.0, 10.0]",3,6.75,5.7,376,194
test/10255.png,35,2,76,57,"[2.0, 4.0]",2,4.8,6.3,219,97
test/10256.png,37,-6,86,52,"[5.0, 4.0]",2,5.7,6.8999999999999995,116,49
test/10257.png,79,-3,129,44,"[4.0, 6.0]",2,5.85,5.55,186,84
test/10258.png,17,0,54,28,"[2.0, 10.0]",2,4.2,3.3,70,28
test/10259.png,27,-1,81,53,"[3.0, 8.0]",2,6.1499999999999995,6.3,111,54
test/1026.png,139,75,211,164,"[4.0, 9.0]",2,8.25,10.2,412,180
test/10260.png,83,19,125,52,"[4.0, 9.0]",2,4.95,3.9,239,98
test/10261.png,149,19,199,67,"[8.0, 8.0]",2,5.85,5.55,248,87
test/10262.png,-6,-1,42,52,"[1.0, 5.0]",2,5.7,6.1499999999999995,121,62
test/10263.png,244,-8,406,134,"[8.0, 9.0]",2,18.75,16.5,507,154
test/10264.png,48,1,69,42,[5.0],1,2.4,4.8,116,45
test/10265.png,68,16,116,66,"[2.0, 7.0]",2,5.55,5.85,192,84
test/10266.png,71,10,123,73,"[1.0, 6.0]",2,6.0,7.199999999999999,201,88
test/10267.png,49,10,101,59,"[1.0, 1.0, 4.0]",3,6.0,5.7,154,69
test/10268.png,22,2,60,30,"[9.0, 2.0]",2,4.35,3.15,83,34
test/10269.png,118,27,157,53,"[6.0, 3.0]",2,4.5,3.0,217,70
test/1027.png,21,-4,58,35,"[4.0, 7.0]",2,4.2,4.6499999999999995,78,32
test/10270.png,74,13,124,75,"[6.0, 4.0]",2,5.85,7.05,193,96
test/10271.png,28,-5,54,41,[4.0],1,3.0,5.3999999999999995,98,39
test/10272.png,14,-5,42,30,"[1.0, 1.0]",2,3.15,4.05,55,25
test/10273.png,69,22,106,72,"[6.0, 1.0]",2,4.2,5.85,181,82
test/10274.png,19,0,82,36,"[1.0, 3.0, 3.0]",3,7.199999999999999,4.2,97,37
test/10275.png,18,-6,76,47,"[1.0, 7.0, 3.0]",3,6.75,6.1499999999999995,92,40
test/10276.png,42,1,71,50,"[1.0, 1.0]",2,3.3,5.7,117,54
test/10277.png,122,11,162,52,"[2.0, 9.0]",2,4.6499999999999995,4.8,289,125
test/10278.png,60,22,97,53,"[1.0, 3.0]",2,4.2,3.5999999999999996,163,75
test/10279.png,34,3,62,36,"[3.0, 4.0]",2,3.15,3.9,91,41
test/1028.png,68,0,105,37,"[1.0, 5.0]",2,4.2,4.2,174,70
test/10280.png,19,0,123,63,"[1.0, 10.0, 3.0]",3,12.0,7.35,154,66
test/10281.png,12,1,70,27,"[2.0, 10.0, 2.0]",3,6.75,3.0,82,27
test/10282.png,37,0,65,49,[2.0],1,3.15,5.85,105,48
test/10283.png,67,7,87,57,[8.0],1,2.25,5.85,146,82
test/10284.png,47,10,101,51,"[4.0, 10.0]",2,6.1499999999999995,4.8,159,63
test/10285.png,48,30,103,71,"[1.0, 10.0, 2.0]",3,6.3,4.8,252,76
