filename,label,width,height,top,left
train/30.png,4.0,11.0,25.0,1.0,25.0
train/31.png,6.0,10.0,19.0,1.0,14.0
train/31.png,3.0,11.0,19.0,1.0,24.0
train/31.png,8.0,11.0,19.0,1.0,36.0
train/32.png,4.0,17.0,33.0,16.0,48.0
train/32.png,3.0,18.0,33.0,19.0,67.0
train/33.png,1.0,16.0,33.0,5.0,27.0
train/33.png,4.0,18.0,33.0,5.0,42.0
train/34.png,4.0,16.0,32.0,13.0,41.0
train/34.png,2.0,24.0,32.0,9.0,54.0
train/35.png,6.0,7.0,14.0,5.0,25.0
train/36.png,4.0,23.0,47.0,9.0,50.0
train/36.png,4.0,24.0,47.0,8.0,72.0
train/37.png,1.0,6.0,20.0,4.0,24.0
train/37.png,1.0,7.0,20.0,2.0,42.0
train/38.png,1.0,26.0,57.0,28.0,87.0
train/38.png,7.0,37.0,57.0,22.0,108.0
train/39.png,3.0,13.0,40.0,19.0,62.0
train/39.png,1.0,9.0,40.0,20.0,74.0
train/40.png,2.0,28.0,61.0,9.0,61.0
train/40.png,10.0,28.0,61.0,17.0,93.0
train/41.png,4.0,11.0,35.0,10.0,38.0
train/41.png,2.0,13.0,35.0,9.0,50.0
train/42.png,2.0,25.0,51.0,27.0,110.0
train/42.png,5.0,30.0,51.0,36.0,131.0
train/42.png,1.0,26.0,51.0,36.0,159.0
train/43.png,2.0,31.0,51.0,24.0,87.0
train/43.png,9.0,26.0,51.0,20.0,119.0
train/44.png,2.0,13.0,26.0,3.0,19.0
train/44.png,10.0,8.0,26.0,3.0,32.0
train/44.png,4.0,7.0,26.0,3.0,40.0
train/45.png,1.0,8.0,31.0,3.0,35.0
train/45.png,10.0,12.0,31.0,4.0,44.0
train/46.png,3.0,49.0,104.0,87.0,136.0
train/46.png,2.0,41.0,104.0,44.0,201.0
train/46.png,7.0,53.0,104.0,18.0,257.0
train/47.png,2.0,6.0,15.0,2.0,14.0
train/47.png,4.0,5.0,15.0,1.0,20.0
train/48.png,4.0,28.0,50.0,20.0,74.0
train/48.png,6.0,29.0,50.0,17.0,103.0
train/49.png,8.0,36.0,45.0,18.0,65.0
train/49.png,1.0,26.0,45.0,15.0,102.0
train/49.png,7.0,28.0,45.0,16.0,132.0
train/50.png,1.0,11.0,26.0,27.0,58.0
train/50.png,10.0,15.0,26.0,22.0,74.0
train/50.png,3.0,15.0,26.0,17.0,95.0
train/51.png,9.0,16.0,45.0,7.0,47.0
train/51.png,1.0,9.0,45.0,9.0,66.0
train/52.png,3.0,23.0,38.0,12.0,45.0
train/52.png,5.0,28.0,38.0,11.0,74.0
train/53.png,9.0,59.0,84.0,34.0,160.0
train/53.png,3.0,52.0,84.0,18.0,208.0
train/54.png,1.0,18.0,45.0,10.0,36.0
train/54.png,1.0,21.0,45.0,8.0,56.0
train/55.png,1.0,15.0,35.0,27.0,116.0
train/55.png,1.0,10.0,35.0,29.0,128.0
train/55.png,3.0,17.0,35.0,29.0,137.0
train/55.png,7.0,17.0,35.0,26.0,151.0
train/56.png,5.0,9.0,20.0,4.0,22.0
train/56.png,6.0,9.0,20.0,3.0,35.0
train/57.png,2.0,16.0,25.0,38.0,63.0
train/57.png,1.0,15.0,25.0,26.0,74.0
train/57.png,5.0,19.0,25.0,12.0,83.0
train/58.png,1.0,19.0,46.0,6.0,45.0
train/58.png,1.0,17.0,46.0,2.0,65.0
train/59.png,2.0,19.0,42.0,3.0,35.0
train/60.png,4.0,9.0,20.0,1.0,16.0
train/60.png,7.0,7.0,20.0,1.0,25.0
train/61.png,5.0,9.0,19.0,6.0,33.0
train/62.png,3.0,24.0,46.0,6.0,45.0
train/62.png,2.0,25.0,46.0,8.0,61.0
train/63.png,4.0,40.0,63.0,23.0,96.0
train/63.png,3.0,37.0,63.0,27.0,132.0
train/64.png,2.0,8.0,26.0,4.0,26.0
train/64.png,9.0,16.0,26.0,3.0,37.0
train/65.png,5.0,11.0,21.0,6.0,25.0
train/65.png,8.0,12.0,21.0,7.0,36.0
train/66.png,9.0,11.0,30.0,6.0,38.0
train/66.png,5.0,14.0,30.0,6.0,46.0
train/67.png,1.0,12.0,47.0,5.0,48.0
train/67.png,10.0,22.0,47.0,4.0,59.0
train/68.png,5.0,14.0,35.0,19.0,71.0
train/68.png,4.0,13.0,35.0,19.0,88.0
train/68.png,2.0,20.0,35.0,14.0,102.0
train/69.png,4.0,15.0,46.0,12.0,54.0
train/69.png,4.0,14.0,46.0,16.0,67.0
train/70.png,3.0,11.0,16.0,5.0,20.0
train/70.png,1.0,7.0,16.0,5.0,30.0
train/71.png,2.0,11.0,22.0,4.0,24.0
train/71.png,3.0,10.0,22.0,4.0,36.0
train/71.png,8.0,9.0,22.0,3.0,48.0
train/71.png,6.0,10.0,22.0,3.0,58.0
train/72.png,1.0,7.0,17.0,6.0,26.0
train/72.png,5.0,11.0,17.0,5.0,34.0
train/73.png,3.0,5.0,14.0,3.0,18.0
train/74.png,3.0,10.0,26.0,4.0,28.0
train/74.png,3.0,12.0,26.0,6.0,40.0
train/75.png,1.0,7.0,29.0,10.0,34.0
train/75.png,8.0,11.0,29.0,9.0,40.0
train/76.png,9.0,6.0,18.0,2.0,22.0
train/76.png,8.0,6.0,18.0,2.0,29.0
train/77.png,7.0,30.0,60.0,5.0,53.0
train/77.png,3.0,24.0,60.0,4.0,84.0
train/77.png,9.0,24.0,60.0,6.0,106.0
train/78.png,1.0,9.0,22.0,14.0,78.0
train/78.png,3.0,8.0,22.0,14.0,86.0
train/78.png,8.0,11.0,22.0,12.0,93.0
train/79.png,1.0,22.0,51.0,41.0,40.0
train/79.png,9.0,30.0,51.0,33.0,64.0
train/79.png,2.0,35.0,51.0,17.0,99.0
train/79.png,2.0,31.0,51.0,11.0,138.0
train/80.png,2.0,12.0,19.0,11.0,38.0
train/80.png,2.0,16.0,19.0,8.0,54.0
train/81.png,7.0,14.0,31.0,8.0,49.0
train/81.png,4.0,17.0,31.0,7.0,64.0
train/82.png,4.0,19.0,30.0,8.0,35.0
train/82.png,5.0,18.0,30.0,6.0,54.0
train/83.png,6.0,16.0,29.0,6.0,36.0
train/83.png,10.0,12.0,29.0,15.0,53.0
train/84.png,3.0,20.0,32.0,6.0,34.0
train/85.png,1.0,6.0,15.0,7.0,17.0
train/85.png,7.0,7.0,15.0,6.0,23.0
train/86.png,3.0,7.0,20.0,4.0,26.0
train/86.png,5.0,9.0,20.0,5.0,33.0
train/87.png,1.0,14.0,35.0,16.0,67.0
train/87.png,7.0,24.0,35.0,17.0,81.0
train/88.png,5.0,27.0,36.0,13.0,47.0
train/89.png,1.0,26.0,64.0,23.0,85.0
train/89.png,8.0,33.0,64.0,19.0,110.0
train/90.png,1.0,6.0,30.0,6.0,37.0
train/90.png,6.0,13.0,30.0,7.0,46.0
train/90.png,4.0,13.0,30.0,10.0,61.0
train/91.png,1.0,9.0,26.0,18.0,49.0
train/91.png,9.0,11.0,26.0,17.0,59.0
train/91.png,3.0,11.0,26.0,13.0,68.0
train/92.png,3.0,19.0,35.0,6.0,35.0
train/92.png,5.0,14.0,35.0,8.0,56.0
train/93.png,1.0,12.0,32.0,11.0,40.0
train/93.png,7.0,19.0,32.0,7.0,51.0
train/94.png,1.0,12.0,34.0,18.0,54.0
train/94.png,2.0,19.0,34.0,12.0,67.0
train/95.png,1.0,10.0,26.0,58.0,127.0
train/95.png,10.0,9.0,26.0,60.0,136.0
train/95.png,4.0,11.0,26.0,60.0,148.0
train/95.png,4.0,10.0,26.0,59.0,157.0
train/96.png,1.0,23.0,39.0,6.0,33.0
train/96.png,8.0,32.0,39.0,5.0,56.0
train/97.png,3.0,16.0,32.0,8.0,34.0
train/97.png,6.0,14.0,32.0,6.0,48.0
train/98.png,1.0,15.0,37.0,7.0,50.0
train/98.png,2.0,21.0,37.0,7.0,66.0
train/98.png,10.0,27.0,37.0,11.0,85.0
train/99.png,2.0,17.0,29.0,4.0,30.0
train/100.png,1.0,5.0,22.0,1.0,18.0
train/100.png,10.0,9.0,22.0,0.0,23.0
train/100.png,9.0,10.0,22.0,0.0,32.0
train/101.png,5.0,13.0,27.0,7.0,27.0
train/101.png,3.0,12.0,27.0,5.0,42.0
train/102.png,3.0,18.0,51.0,14.0,58.0
train/102.png,5.0,16.0,51.0,9.0,77.0
train/103.png,7.0,20.0,28.0,2.0,54.0
train/104.png,1.0,29.0,69.0,18.0,67.0
train/104.png,10.0,21.0,69.0,20.0,99.0
train/104.png,4.0,26.0,69.0,12.0,122.0
train/105.png,1.0,44.0,100.0,13.0,83.0
train/105.png,4.0,69.0,100.0,10.0,128.0
train/106.png,1.0,10.0,17.0,12.0,37.0
train/106.png,4.0,11.0,17.0,12.0,49.0
train/107.png,5.0,14.0,29.0,16.0,49.0
train/107.png,2.0,16.0,29.0,13.0,64.0
train/108.png,2.0,14.0,27.0,3.0,28.0
train/109.png,3.0,18.0,28.0,11.0,38.0
train/109.png,10.0,14.0,28.0,10.0,57.0
train/110.png,6.0,10.0,18.0,1.0,16.0
train/110.png,3.0,11.0,18.0,1.0,27.0
train/111.png,9.0,11.0,20.0,8.0,23.0
train/112.png,1.0,14.0,37.0,2.0,31.0
train/112.png,8.0,21.0,37.0,1.0,44.0
train/112.png,7.0,19.0,37.0,6.0,63.0
train/113.png,1.0,8.0,21.0,1.0,19.0
train/113.png,3.0,12.0,21.0,3.0,27.0
train/114.png,1.0,7.0,28.0,6.0,29.0
train/114.png,9.0,10.0,28.0,4.0,37.0
train/115.png,3.0,9.0,26.0,1.0,26.0
train/115.png,2.0,13.0,26.0,1.0,38.0
train/116.png,5.0,8.0,14.0,12.0,27.0
train/116.png,1.0,6.0,14.0,12.0,34.0
train/116.png,3.0,9.0,14.0,11.0,40.0
train/117.png,4.0,79.0,145.0,8.0,145.0
train/117.png,8.0,87.0,145.0,13.0,224.0
train/118.png,3.0,9.0,15.0,2.0,13.0
train/118.png,4.0,9.0,15.0,2.0,22.0
train/118.png,2.0,9.0,15.0,1.0,31.0
train/118.png,1.0,7.0,15.0,1.0,40.0
train/119.png,3.0,27.0,48.0,55.0,91.0
train/119.png,2.0,29.0,48.0,44.0,113.0
train/119.png,3.0,39.0,48.0,33.0,135.0
train/120.png,5.0,24.0,40.0,20.0,65.0
train/120.png,1.0,17.0,40.0,20.0,84.0
train/121.png,1.0,6.0,21.0,8.0,32.0
train/121.png,3.0,13.0,21.0,8.0,43.0
train/121.png,5.0,11.0,21.0,7.0,63.0
train/121.png,8.0,13.0,21.0,7.0,79.0
train/122.png,1.0,4.0,23.0,2.0,21.0
train/122.png,7.0,5.0,23.0,1.0,26.0
train/123.png,6.0,10.0,22.0,5.0,25.0
train/124.png,5.0,10.0,23.0,1.0,19.0
train/125.png,6.0,6.0,17.0,3.0,18.0
train/125.png,4.0,10.0,17.0,3.0,23.0
train/126.png,1.0,15.0,52.0,14.0,56.0
train/126.png,10.0,22.0,52.0,12.0,72.0
train/126.png,8.0,21.0,52.0,8.0,97.0
train/127.png,8.0,16.0,36.0,15.0,32.0
train/128.png,1.0,9.0,45.0,16.0,56.0
train/128.png,3.0,11.0,45.0,22.0,65.0
train/129.png,6.0,8.0,17.0,5.0,21.0
train/129.png,8.0,9.0,17.0,5.0,29.0
train/130.png,4.0,17.0,21.0,4.0,26.0
train/131.png,1.0,8.0,18.0,6.0,24.0
train/131.png,7.0,11.0,18.0,5.0,32.0
train/131.png,4.0,11.0,18.0,5.0,44.0
train/132.png,9.0,43.0,67.0,20.0,78.0
train/132.png,8.0,36.0,67.0,8.0,122.0
train/133.png,4.0,43.0,99.0,13.0,91.0
train/133.png,4.0,44.0,99.0,14.0,132.0
train/134.png,9.0,9.0,14.0,2.0,16.0
train/135.png,6.0,13.0,28.0,2.0,26.0
train/135.png,8.0,12.0,28.0,3.0,41.0
train/136.png,2.0,15.0,37.0,10.0,52.0
train/137.png,1.0,14.0,43.0,10.0,50.0
train/137.png,10.0,17.0,43.0,10.0,70.0
train/138.png,4.0,17.0,37.0,19.0,60.0
train/138.png,6.0,20.0,37.0,15.0,81.0
train/139.png,2.0,13.0,23.0,1.0,21.0
train/139.png,8.0,13.0,23.0,2.0,35.0
train/140.png,9.0,12.0,18.0,1.0,18.0
train/141.png,3.0,9.0,24.0,4.0,25.0
train/141.png,9.0,8.0,24.0,2.0,35.0
train/142.png,4.0,65.0,87.0,7.0,92.0
train/143.png,4.0,17.0,24.0,13.0,51.0
train/143.png,1.0,14.0,24.0,14.0,67.0
train/144.png,1.0,8.0,28.0,3.0,27.0
train/144.png,9.0,14.0,28.0,3.0,36.0
train/144.png,5.0,11.0,28.0,3.0,51.0
train/145.png,3.0,38.0,93.0,18.0,93.0
train/145.png,3.0,38.0,93.0,23.0,120.0
train/146.png,2.0,7.0,13.0,4.0,23.0
train/146.png,5.0,9.0,13.0,5.0,29.0
train/146.png,1.0,6.0,13.0,7.0,37.0
train/146.png,8.0,9.0,13.0,6.0,43.0
train/147.png,1.0,6.0,24.0,3.0,28.0
train/147.png,5.0,14.0,24.0,3.0,34.0
train/148.png,3.0,16.0,30.0,43.0,140.0
train/148.png,10.0,19.0,30.0,43.0,161.0
train/148.png,10.0,19.0,30.0,42.0,183.0
train/149.png,4.0,8.0,17.0,3.0,19.0
train/149.png,7.0,9.0,17.0,3.0,26.0
train/150.png,2.0,19.0,27.0,36.0,136.0
train/150.png,8.0,12.0,27.0,36.0,156.0
train/150.png,6.0,18.0,27.0,35.0,167.0
train/151.png,3.0,14.0,21.0,4.0,25.0
train/151.png,3.0,15.0,21.0,4.0,40.0
train/152.png,2.0,15.0,37.0,8.0,52.0
train/152.png,10.0,12.0,37.0,10.0,66.0
train/152.png,7.0,11.0,37.0,9.0,76.0
train/153.png,1.0,6.0,28.0,7.0,30.0
train/153.png,9.0,9.0,28.0,7.0,36.0
train/154.png,2.0,14.0,20.0,3.0,18.0
train/155.png,7.0,22.0,44.0,13.0,68.0
train/156.png,6.0,16.0,28.0,9.0,35.0
train/157.png,5.0,26.0,37.0,7.0,37.0
train/157.png,7.0,23.0,37.0,7.0,65.0
train/158.png,2.0,53.0,81.0,34.0,113.0
train/159.png,9.0,23.0,29.0,11.0,28.0
train/159.png,1.0,14.0,29.0,6.0,51.0
train/160.png,2.0,8.0,27.0,9.0,49.0
train/160.png,10.0,8.0,27.0,11.0,59.0
train/160.png,8.0,13.0,27.0,11.0,70.0
train/161.png,8.0,33.0,63.0,26.0,91.0
train/161.png,5.0,33.0,63.0,25.0,118.0
train/162.png,3.0,21.0,36.0,1.0,32.0
train/163.png,5.0,25.0,36.0,49.0,148.0
train/163.png,6.0,22.0,36.0,46.0,167.0
train/163.png,10.0,25.0,36.0,46.0,184.0
train/164.png,5.0,24.0,57.0,10.0,57.0
train/165.png,1.0,14.0,40.0,12.0,45.0
train/165.png,7.0,20.0,40.0,13.0,58.0
train/165.png,6.0,23.0,40.0,14.0,78.0
train/166.png,7.0,24.0,27.0,18.0,40.0
train/166.png,5.0,21.0,27.0,11.0,55.0
train/166.png,4.0,21.0,27.0,7.0,72.0
train/167.png,1.0,5.0,15.0,8.0,30.0
train/167.png,5.0,11.0,15.0,8.0,35.0
train/168.png,2.0,7.0,24.0,8.0,30.0
train/168.png,8.0,6.0,24.0,9.0,36.0
train/168.png,2.0,8.0,24.0,8.0,42.0
train/169.png,4.0,21.0,33.0,3.0,26.0
train/169.png,2.0,18.0,33.0,3.0,43.0
train/170.png,7.0,12.0,28.0,4.0,30.0
train/170.png,6.0,16.0,28.0,8.0,41.0
train/171.png,4.0,32.0,40.0,16.0,53.0
train/171.png,1.0,14.0,40.0,14.0,80.0
train/171.png,9.0,24.0,40.0,13.0,96.0
train/172.png,2.0,9.0,25.0,6.0,31.0
train/172.png,1.0,4.0,25.0,7.0,45.0
train/173.png,1.0,6.0,16.0,5.0,17.0
train/173.png,1.0,5.0,16.0,4.0,25.0
train/174.png,5.0,12.0,25.0,6.0,31.0
train/174.png,9.0,16.0,25.0,4.0,42.0
train/175.png,5.0,11.0,28.0,8.0,28.0
train/175.png,6.0,13.0,28.0,8.0,40.0
train/175.png,8.0,13.0,28.0,8.0,54.0
train/176.png,5.0,33.0,50.0,15.0,82.0
train/177.png,1.0,22.0,50.0,45.0,125.0
train/177.png,5.0,25.0,50.0,49.0,148.0
train/177.png,8.0,23.0,50.0,51.0,169.0
train/178.png,2.0,11.0,26.0,5.0,31.0
train/178.png,1.0,6.0,26.0,5.0,42.0
train/179.png,2.0,9.0,28.0,4.0,33.0
train/179.png,5.0,10.0,28.0,1.0,43.0
train/180.png,1.0,6.0,17.0,5.0,16.0
train/180.png,7.0,7.0,17.0,5.0,23.0
train/180.png,4.0,10.0,17.0,4.0,31.0
train/180.png,2.0,10.0,17.0,4.0,40.0
train/181.png,3.0,17.0,39.0,6.0,45.0
train/181.png,7.0,19.0,39.0,10.0,63.0
train/182.png,3.0,28.0,41.0,1.0,29.0
train/182.png,4.0,22.0,41.0,2.0,55.0
train/183.png,2.0,12.0,23.0,2.0,22.0
train/183.png,1.0,8.0,23.0,3.0,32.0
train/184.png,2.0,24.0,33.0,28.0,53.0
train/184.png,8.0,21.0,33.0,29.0,77.0
train/184.png,10.0,23.0,33.0,34.0,96.0
train/184.png,10.0,22.0,33.0,32.0,116.0
train/185.png,2.0,5.0,11.0,2.0,10.0
train/185.png,5.0,5.0,11.0,1.0,17.0
train/185.png,6.0,5.0,11.0,1.0,23.0
train/186.png,1.0,13.0,49.0,8.0,34.0
train/186.png,3.0,22.0,49.0,9.0,49.0
train/186.png,10.0,30.0,49.0,10.0,71.0
train/187.png,1.0,12.0,25.0,2.0,20.0
train/187.png,9.0,17.0,25.0,1.0,32.0
train/188.png,4.0,16.0,32.0,11.0,38.0
train/188.png,5.0,17.0,32.0,12.0,55.0
train/189.png,9.0,20.0,31.0,4.0,35.0
train/190.png,2.0,6.0,12.0,3.0,15.0
train/190.png,6.0,6.0,12.0,3.0,22.0
train/191.png,1.0,8.0,20.0,7.0,26.0
train/191.png,5.0,11.0,20.0,7.0,35.0
train/191.png,9.0,11.0,20.0,5.0,46.0
train/192.png,3.0,12.0,22.0,2.0,22.0
train/193.png,1.0,23.0,85.0,24.0,123.0
train/194.png,4.0,7.0,19.0,14.0,47.0
train/194.png,3.0,11.0,19.0,13.0,56.0
train/195.png,1.0,5.0,13.0,3.0,15.0
train/195.png,2.0,7.0,13.0,4.0,20.0
train/196.png,1.0,25.0,51.0,10.0,45.0
train/197.png,3.0,8.0,23.0,4.0,23.0
train/197.png,1.0,5.0,23.0,5.0,31.0
train/197.png,6.0,8.0,23.0,6.0,37.0
train/198.png,2.0,22.0,32.0,8.0,29.0
train/198.png,9.0,22.0,32.0,9.0,49.0
train/198.png,7.0,17.0,32.0,9.0,68.0
train/199.png,2.0,77.0,149.0,41.0,145.0
train/199.png,10.0,68.0,149.0,34.0,206.0
train/200.png,3.0,20.0,32.0,4.0,97.0
train/200.png,1.0,16.0,32.0,7.0,113.0
train/200.png,8.0,18.0,32.0,10.0,126.0
train/201.png,2.0,21.0,38.0,3.0,31.0
train/201.png,3.0,17.0,38.0,4.0,52.0
train/202.png,1.0,18.0,35.0,70.0,148.0
train/202.png,10.0,23.0,35.0,69.0,165.0
train/202.png,5.0,23.0,35.0,56.0,179.0
train/203.png,2.0,20.0,39.0,30.0,69.0
train/203.png,4.0,16.0,39.0,22.0,86.0
train/203.png,1.0,20.0,39.0,9.0,97.0
train/204.png,4.0,12.0,22.0,4.0,32.0
train/205.png,4.0,12.0,24.0,7.0,28.0
train/205.png,9.0,9.0,24.0,8.0,37.0
train/206.png,4.0,15.0,30.0,96.0,223.0
train/206.png,9.0,15.0,30.0,91.0,238.0
train/207.png,1.0,40.0,79.0,35.0,118.0
train/207.png,1.0,40.0,79.0,34.0,148.0
train/207.png,1.0,43.0,79.0,34.0,180.0
train/208.png,9.0,10.0,18.0,3.0,24.0
train/209.png,1.0,9.0,35.0,9.0,42.0
train/209.png,8.0,16.0,35.0,2.0,53.0
train/209.png,8.0,16.0,35.0,11.0,72.0
train/210.png,2.0,20.0,39.0,8.0,46.0
train/210.png,6.0,21.0,39.0,10.0,68.0
train/211.png,2.0,10.0,18.0,2.0,19.0
train/211.png,7.0,8.0,18.0,2.0,35.0
train/212.png,2.0,11.0,29.0,13.0,43.0
train/212.png,9.0,7.0,29.0,13.0,55.0
train/213.png,1.0,19.0,52.0,4.0,59.0
train/214.png,8.0,13.0,24.0,3.0,32.0
train/215.png,3.0,23.0,31.0,7.0,43.0
train/215.png,10.0,22.0,31.0,9.0,66.0
train/215.png,2.0,25.0,31.0,10.0,89.0
train/216.png,2.0,27.0,35.0,13.0,63.0
train/216.png,8.0,28.0,35.0,23.0,91.0
train/216.png,10.0,25.0,35.0,34.0,119.0
train/217.png,2.0,23.0,37.0,12.0,50.0
train/218.png,1.0,6.0,19.0,4.0,21.0
train/218.png,8.0,9.0,19.0,2.0,27.0
train/219.png,3.0,48.0,66.0,52.0,82.0
train/219.png,2.0,37.0,66.0,35.0,115.0
train/219.png,8.0,33.0,66.0,19.0,137.0
train/220.png,5.0,27.0,55.0,4.0,47.0
train/220.png,1.0,24.0,55.0,5.0,72.0
train/221.png,1.0,8.0,25.0,4.0,25.0
train/221.png,5.0,12.0,25.0,5.0,34.0
train/221.png,7.0,11.0,25.0,6.0,46.0
train/222.png,2.0,9.0,19.0,4.0,23.0
train/223.png,1.0,9.0,20.0,4.0,23.0
train/223.png,9.0,8.0,20.0,4.0,33.0
train/223.png,10.0,10.0,20.0,3.0,41.0
train/224.png,6.0,18.0,41.0,14.0,48.0
train/224.png,8.0,20.0,41.0,15.0,66.0
train/225.png,2.0,10.0,22.0,10.0,41.0
train/226.png,1.0,5.0,22.0,6.0,23.0
train/226.png,3.0,11.0,22.0,5.0,28.0
train/226.png,6.0,11.0,22.0,4.0,39.0
train/227.png,1.0,5.0,16.0,5.0,22.0
train/228.png,1.0,16.0,32.0,13.0,59.0
train/228.png,1.0,8.0,32.0,13.0,73.0
train/228.png,1.0,11.0,32.0,12.0,80.0
train/229.png,7.0,9.0,15.0,5.0,19.0
train/229.png,2.0,9.0,15.0,5.0,27.0
train/230.png,3.0,23.0,42.0,5.0,44.0
train/231.png,1.0,6.0,27.0,12.0,38.0
train/231.png,4.0,9.0,27.0,12.0,45.0
train/231.png,4.0,9.0,27.0,11.0,56.0
train/232.png,1.0,6.0,24.0,8.0,30.0
train/232.png,10.0,9.0,24.0,8.0,36.0
train/233.png,1.0,18.0,31.0,11.0,35.0
train/233.png,3.0,15.0,31.0,10.0,56.0
train/233.png,5.0,13.0,31.0,11.0,75.0
train/233.png,8.0,15.0,31.0,9.0,92.0
train/234.png,8.0,11.0,20.0,12.0,44.0
train/234.png,4.0,12.0,20.0,10.0,52.0
train/235.png,2.0,16.0,33.0,9.0,39.0
train/235.png,1.0,9.0,33.0,11.0,56.0
train/235.png,10.0,13.0,33.0,11.0,65.0
train/236.png,1.0,13.0,40.0,19.0,63.0
train/236.png,1.0,11.0,40.0,18.0,75.0
train/236.png,4.0,21.0,40.0,18.0,83.0
train/237.png,1.0,12.0,26.0,50.0,142.0
train/237.png,9.0,11.0,26.0,48.0,152.0
train/237.png,3.0,13.0,26.0,45.0,159.0
train/238.png,7.0,17.0,22.0,8.0,30.0
train/238.png,7.0,17.0,22.0,8.0,47.0
train/239.png,1.0,8.0,20.0,2.0,22.0
train/239.png,4.0,6.0,20.0,3.0,31.0
train/239.png,10.0,12.0,20.0,2.0,39.0
train/240.png,3.0,20.0,39.0,41.0,127.0
train/240.png,9.0,26.0,39.0,41.0,140.0
train/241.png,1.0,4.0,14.0,3.0,15.0
train/241.png,5.0,7.0,14.0,4.0,21.0
train/242.png,1.0,14.0,23.0,6.0,23.0
train/242.png,5.0,13.0,23.0,5.0,37.0
train/243.png,2.0,6.0,13.0,7.0,28.0
train/243.png,3.0,8.0,13.0,6.0,35.0
train/243.png,6.0,8.0,13.0,6.0,42.0
train/243.png,3.0,8.0,13.0,7.0,52.0
train/244.png,1.0,6.0,27.0,11.0,34.0
train/244.png,5.0,12.0,27.0,8.0,42.0
train/245.png,3.0,14.0,22.0,8.0,29.0
train/245.png,8.0,13.0,22.0,9.0,42.0
train/246.png,5.0,23.0,40.0,16.0,63.0
train/246.png,1.0,16.0,40.0,20.0,86.0
train/247.png,2.0,11.0,16.0,1.0,13.0
train/248.png,7.0,16.0,22.0,4.0,23.0
